	Adinform	Alnipter	Ardiquin	Ardisieb	Astrferr	Beileryt	Beiltsan	Bridbala	Cameheng	Castcarl	Castindi	Caststel	Cinnrigi	Cleyjapo	Crypchin	Cyclcham	Cycllong	Cyclpach	Daphglau	Decagrac	Dioseria	Elaesylv	Engeroxb	Euryhaya	Euryjapo	Evodmeli	Evodmerr	Ficufist	Ficurufi	Garcmult	Glocrubr	Gloczeyl	Gordaxil	Heliform	Ilexcoch	Ilexmats	Ilexrotu	Ilextrif	Ilexurai	Illiarbo	Lithamyg	Litsacut	Machobov	Machthun	Machzuih	Magnkach	Mallpani	Melisqui	Michcomp	Micrjapo	Myrssequ	Neolbuis	Neolhiir	Neonreti	Osmamarg	Pasabrev	Pasaform	Pithluci	Podoform	Podophil	Prunphae	Sapidisc	Sauroldh	Scheocto	Schisupe	Sloaform	Sympglom	Sympshil	Symptheo	Syzybuxi	Syzyeuph	Syzykusu	Terngymn	Tricdubi	Wendform	Antihiir	Ardicorn	Callremo	Callremo	Clercyrt	Euonacut	Lasicyan	Lasiobli	Melacand	Psycrubr	Rhapindi	Rhodsims	Taregrac	Wikstaiw
31	0.100000001	0	0	0	0	3.799999952	1.799999952	0	0	2.099999905	0	8.199999809	0	0	0	0	15.19999981	0	4.900000095	0.800000012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.100000024	2.099999905	0	0	7.800000191	4.300000191	7.300000191	1.799999952	3.299999952	0	1.799999952	0	3.900000095	0	0	2.5	0.699999988	0	0	1.700000048	0	1.899999976	0	0	0	0	0	0	10.60000038	0	2.400000095	2.400000095	0	0	0	1.399999976	0	0.699999988	0	0	2.299999952	0	0.699999988	0	0	0	0	0	0	0	0	1.399999976	0	0	0	0
32	6.199999809	0	0	0	0	0	7.800000191	0	0	10.69999981	0	1.299999952	0	0	0	0	0	2.599999905	8.300000191	1.799999952	0.699999988	0	2.099999905	5.099999905	0	0	0	0	0	0	1.600000024	0	0	0.699999988	7.099999905	3.599999905	0	0	3.299999952	2.5	5.599999905	1.5	0	0	0	3.200000048	0	0.899999976	0	0	0	0	0.699999988	0	0.600000024	0	0	0	0	0	0	6.400000095	0	1.899999976	0	0	0.600000024	0	2.900000095	0	0	0	0.899999976	0.200000003	0	4.099999905	0	0	0	0	0	0.600000024	0	0.600000024	1.299999952	0	0	0	0
33	1.399999976	0	0	0	0	2.200000048	1.399999976	0	0.699999988	1.899999976	0	0	0	0	0	0	0	0.699999988	0	0.800000012	0.699999988	0	0	0	0	0	0	0	0	0	0.800000012	0	6.699999809	0.699999988	8.399999619	0.100000001	0	3.599999905	4.900000095	14.69999981	0	4.199999809	0	0	0.699999988	4.099999905	0	0	0.699999988	0	0	0	0	0	6.199999809	0	0	0	0	1.299999952	0	0	0	0.699999988	0	0	0	1.299999952	3.400000095	0	2.400000095	0	0	0.699999988	0.699999988	0	0.699999988	0	0	0	1.399999976	0	0	0	4.099999905	0	0	0	0
34	0	0	1.100000024	0	0	0	0	0	0.5	12.80000019	0	0.600000024	0.5	0	0	0	0	0	1.399999976	0	0	0	0	0	0	0	0	0	0	0	1.899999976	0	0	0	6.5	2.599999905	0	0.699999988	0.400000006	7.5	0	1.799999952	0	1.899999976	0	3.099999905	0	6.5	1.5	1.200000048	0	0	0.5	0	8.5	2.700000048	0	0	0	1.799999952	0	0	0	2.700000048	0	0	0	0.200000003	1.799999952	1.100000024	0.5	0	10.80000019	2.799999952	0	1.600000024	2.099999905	0	0	0	0	0	0	0	3.299999952	0	0	1.700000048	0
35	0.400000006	0	0.300000012	0	0	0.300000012	0.300000012	0	0	9.199999809	0	0	3.099999905	0	0	11.69999981	2.700000048	0	1.600000024	0	0	0	0	0.400000006	0	0	0	0	0	1.200000048	1.299999952	0	2.200000048	0	2.799999952	0.5	0	0.100000001	8.100000381	8.399999619	1.100000024	0.600000024	0.800000012	0.600000024	0	1.100000024	0	0.100000001	0	1.100000024	0.600000024	0.600000024	0	0	7.599999905	0.899999976	4.699999809	0	0	1.899999976	0	0.100000001	0	0	0	0	0.699999988	0	1.5	3.299999952	0	0	0	0.899999976	0	9.600000381	1.200000048	0	0	0	0	0	0	0	2.299999952	0	0.899999976	0.300000012	0
36	0	0	0	0	0	0	0.400000006	0	4.599999905	11.80000019	0	0	0.600000024	5.099999905	0	0.300000012	0	0	2.400000095	0	0	1.5	0	6.5	0	0	0	0	0	0.899999976	0	0	1.899999976	0	1.899999976	6.699999809	0	2.299999952	0.300000012	8.800000191	0	0	0.300000012	0	0	0	0	0.699999988	0	2.400000095	0	0.800000012	0	0	5.099999905	0	0.300000012	0	0	1.799999952	0	0	0	0.600000024	0	0	0.899999976	0	0.300000012	15.5	0	0	0.600000024	0	0	1.799999952	0.5	0	0	0	0	0	0	0.300000012	0	9.899999619	1.299999952	0.300000012	0.300000012
37	0	0	0	0	1.200000048	0	0	0	0.300000012	9.600000381	0	0	0	0.5	0	6.5	0	0	4.5	0	0	0.699999988	0	10.5	0	0	0	0	0	0.200000003	0	0	5.400000095	0	0.600000024	7.5	0	0.5	1.5	3.400000095	0	0	0.5	0	0	0	0	0	0	3.200000048	1.700000048	0	0	0	3.099999905	0	2.200000048	0	0	2.599999905	0	0	0	0	0.699999988	0	0.600000024	0.5	0.300000012	11.89999962	0	0	0.699999988	0	0	0	0	0	0	0	0	0	0	0	0	9.899999619	0.300000012	0	0.300000012
38	0.300000012	0	0	0	1.299999952	0	0.300000012	0	1.200000048	13.5	0	0	0.300000012	0	0	3.599999905	0	0	4.300000191	0.800000012	0	0	0.300000012	9.5	0	0	0	0	0	1.5	0	0	0.100000001	0	1.899999976	6.300000191	0	0.600000024	1.399999976	9.800000191	3.700000048	0	0.300000012	0	0	0.5	0	0	0	3.400000095	3.700000048	0.300000012	0	0	1.700000048	0	0	0	0	3.900000095	0	0	0	0	1.799999952	0	2.799999952	0.800000012	1.100000024	7.800000191	0	0	0.100000001	0.300000012	0	0.300000012	0.300000012	0	0	0	0	0	0	0	0	7.800000191	0.699999988	0	0
39	0.300000012	0	0	0	0	0	1.200000048	0	0	18.20000076	0	0	0	0	0	4.099999905	0	2.400000095	6.199999809	2.700000048	0	1.399999976	0	4.300000191	0	0	0	0	0	1.600000024	1.100000024	0	0	0	5.400000095	3.200000048	0	3.799999952	1.299999952	17.39999962	0.100000001	0.300000012	0.600000024	0	0	0.300000012	0	0	0	3.299999952	0.899999976	0	0	0	6.400000095	0	0	0	0	2.400000095	0	0	0	0.300000012	1.200000048	0	0.600000024	0.800000012	0.100000001	3.799999952	0.300000012	0	0	0.300000012	0	0.600000024	0	0	0	0	0.300000012	0	0	0	0	0.100000001	0	0	0
40	0	0	0	0	0	0.699999988	0.699999988	0	0	1.799999952	0.300000012	0.699999988	0	0	0	0	12.10000038	0	0	0	0	0	0	4.400000095	0	0	0	0	0	1.200000048	0	0	3.799999952	0	3.400000095	2.900000095	0	0	0.600000024	15.5	1.799999952	1.399999976	0	4.599999905	0	0.699999988	0	0	0	0.800000012	0	0.600000024	0	0	2.900000095	9.100000381	0	0	0	1.299999952	0	4.300000191	0	2.400000095	1.299999952	0	1.399999976	0.699999988	0	5.300000191	7.699999809	0	0	2.200000048	0	0	0	0	0	0	0	0	0	0	0.699999988	0	0	0	0
41	0	0	0	0.899999976	1.799999952	0	2.799999952	0	0	0	0	1.899999976	0	0	2.099999905	0	3.5	2.900000095	3.799999952	2.5	2.900000095	0	0	0	0	0	0	1.399999976	0	0	0	0	0	1.899999976	6.599999905	0	0.899999976	0	1.299999952	0.100000001	0	0.899999976	0	12.19999981	0	1.299999952	0	0	0.899999976	0	0	0	0	0	0.899999976	0	0	0	0	0	0	8.899999619	0	26.79999924	1.600000024	0	0	0	0	0	3.099999905	0	0	0	0	0	0.899999976	0	0	0	1.799999952	0	0	0	1.799999952	0	0	0.899999976	0
42	0	0	3.400000095	0	0.400000006	0	26.29999924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.599999905	0	0	5.099999905	0	0	0	0	0	21.5	7.699999809	0	3.400000095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.700000048	0	0	0	0	0	0	0	0	0	0	15.89999962	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	3.299999952	0	0	0	0	0	0	0	0	4.300000191	0	0	0	0	0	0	0	0	3.799999952	0	0	0	0	0	1.200000048	0	0	0	0	7.400000095	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	6.199999809	0	0	0	0	0	0	0	0	3.299999952	0	38.90000153	0	0	0	0	0	10.89999962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.299999952	0	0	0	0
44	2.099999905	0	1.600000024	6.5	0	3.599999905	0.899999976	0	0	6.5	0	0.800000012	0	0	0.800000012	0	16.79999924	0	0.800000012	0	0	0	0	0	0	0	0	0	0	0.800000012	0	0	0	0.899999976	6.900000095	0	0	0.899999976	4.400000095	0	0.100000001	4.400000095	0	0.899999976	0.899999976	0	0	0	0	0.800000012	0	0	3.400000095	0	0	0	0	0	0	0	0.100000001	0	0	0	3.400000095	0	0	0	0	0	11.69999981	0	0	3.900000095	0	0	0	0.800000012	0.800000012	0	0.800000012	0	0	0	1.100000024	0	0	0	0
45	0	0	2.599999905	0	3.299999952	0	4.099999905	0	0	0	0	0	0	0	0	0	8.199999809	17.20000076	0	0	3.099999905	0	0	0	0	0	0	0	0	0	0	0	0	1.5	12.39999962	5.400000095	0	0	1.299999952	0	0	2.900000095	0	0	1.700000048	0	0	0	0	1.299999952	0	0	0	0	0	0	0	12.60000038	0	0	0	0	0	1.600000024	0	2.599999905	0	0	0	0	2.200000048	0	0	4.099999905	3.799999952	1.299999952	0	1.299999952	0	0	0	0	0	0	5.400000095	0	0	0	0
46	1.100000024	0	2.900000095	0	0	0.200000003	1.399999976	0	0	20.10000038	0	0	0.100000001	0	1.5	0	0	0	0	0	1.100000024	9.399999619	0	0	0	0	0	0	0	0	0	0	0	0	8.800000191	4.599999905	0	0	2.599999905	1.200000048	0	0.400000006	0	5.400000095	3.099999905	0	0	0	0	0	0	0	1.200000048	0	0	0.200000003	0	6.900000095	0	0	0	0	0	4.900000095	0	0	1.899999976	0	2.599999905	0	3.299999952	0	0	0	0	0.100000001	0.200000003	0	0	0.100000001	0	0	0	0	3.099999905	0	0	0	0
47	2.599999905	0	1.799999952	3.299999952	0	0	0.899999976	0	0	17.10000038	0	0	0	0	0	0	3.299999952	10.30000019	0	0	0	0	0	0	0.200000003	0	0	0	0	0	0	0.899999976	0	0	6.5	0	0	0	3.200000048	0.800000012	0	1.700000048	0	0.899999976	0	0	0	0	0	2.200000048	0	0	3.299999952	0	2.5	0	0	0	0	0	0	0	0	9.699999809	1.399999976	0.899999976	0	0	0	0	5.800000191	0	0.800000012	4.599999905	0	0	0	0	0.800000012	0	0	0.800000012	0	0	1.100000024	0	0	0.899999976	0
48	0.899999976	0	4.5	0	0	7.300000191	4.900000095	0	0	0.800000012	0	0	0	0	0	0	12.60000038	0	9.300000191	0	0.300000012	0	0	0	0	0	0	0	0	0	0	0	0	0.800000012	15.80000019	0	0	0	0	0.800000012	0.100000001	2.599999905	0	0.899999976	0	1.700000048	0	0	0	0	0	0	3.400000095	0	0	0	0	0	0	1.700000048	0.899999976	0	0	0	0	6.599999905	0	0	0	1.100000024	7.300000191	0	0	0	0	1.799999952	0	1.700000048	0	0	0	0	0.800000012	0	7.5	0	0	0	0
49	2.599999905	0	1.700000048	0	0	2.5	0.899999976	0	0	14.5	0	4.199999809	0	0	0	0	0	7.800000191	3.799999952	0	0.300000012	1.700000048	0	0	0	0	0	0.899999976	0	0.800000012	0	0	0	3.5	0	0	0	0	5.900000095	0.699999988	0	6.5	0.800000012	0	0	1.600000024	0	0	0	0	0	0	2.099999905	0	4.599999905	0	0	0	0	0	0	0	0	1.100000024	0	0.800000012	0	0	0	0	0	8.899999619	0	0	4.5	0	0	0	0	0	0	0	0	0	7.199999809	0	0	0	0
50	0	0	0	0.899999976	0	4.400000095	0.800000012	0	0	15.89999962	0	1.799999952	0	0	0.899999976	0	0	0	12.30000019	1.799999952	0	0	0	0	0.800000012	0	0	0	0	1.600000024	0	0	0	0	0	0	0	0	0.800000012	13.5	0	0.899999976	0	0.899999976	0	1.200000048	0	0	2.700000048	0	0	0	0.100000001	0	7.599999905	0	0	0	0	0.800000012	0	3.599999905	0.800000012	1.299999952	0	0.800000012	0	0	0	0.100000001	0.899999976	2.799999952	0	0	0	0.899999976	0	0	2.400000095	0	0	0	0	0	0.400000006	0	0	0	0
51	4.099999905	0	0	0	0	3.299999952	0	0	0	4.300000191	0	0	0	0	0	0	1.899999976	0	0.800000012	0.200000003	0	0	0	0	0	0	0	0	0	0	0	0	4.800000191	0	0.699999988	1.799999952	0	0	5.199999809	20.39999962	0	0.100000001	3.400000095	0	0	4.699999809	0.400000006	0	0	0	0	0	2.799999952	0	12.30000019	0	0	0	0	0	0	0.699999988	0	4.5	0.699999988	0	0	0.699999988	0.699999988	1.100000024	2.200000048	0	0	0.899999976	0	1.399999976	0	0	0	0	0	0	0	0.699999988	0.699999988	0	0	1.399999976	0
52	1.399999976	0	0	0.800000012	2.900000095	0.400000006	0	0	0	4.699999809	0	1.899999976	0	0	0	0	0	0	9.5	0.400000006	1.100000024	0	0	0.800000012	0	0	0	0	0	0.400000006	0.899999976	0	2.5	0	3.799999952	4.300000191	0	0	2.299999952	9.800000191	9.899999619	0.300000012	0.300000012	0	0	2.5	2.599999905	0	0	4.199999809	0.400000006	0	0.699999988	0	10.30000019	0	0	0	0.400000006	0.400000006	0	0.400000006	0	1.799999952	0.200000003	0	0.600000024	0	0.699999988	0	0.400000006	0	0	0.800000012	0	0	0.100000001	0	0	0	0.400000006	0	0	9.399999619	0	0	0	0	0
53	1.399999976	0	1.200000048	0	0	0.100000001	0.600000024	0	0	3.700000048	0.5	0	0	0	0	0	3.900000095	0	9.800000191	1.899999976	0.400000006	0.100000001	0.899999976	6.099999905	0	1.299999952	0	0	0	0	2.799999952	0	5.5	0	0.300000012	0.600000024	0	0	0.400000006	3.099999905	8.100000381	1.600000024	1.100000024	0	0	0	0.400000006	0	0	0.699999988	0	0	2.5	0	1.899999976	0	0	0	0	0.800000012	0	1.299999952	0	0	0.899999976	0	0.899999976	0	0	0	0	2.700000048	0.400000006	0.800000012	0	0.699999988	0	0	0.300000012	0	0.800000012	0	0	16.5	1.100000024	0	0	0	0
54	0	0	0.100000001	0	0	0.899999976	7.599999905	0	0	0	5.599999905	0	0	0	0	0	1.899999976	0	0	0	1.700000048	0	0	0.899999976	0.100000001	0	0	4.800000191	0	0	0	0	0	0	1.899999976	0	0	0	2.799999952	0	0	0	1.100000024	0	1.899999976	0	1.700000048	0	0.800000012	0	0	0	3.299999952	0	0	0	0	0	0	0	0	6.800000191	0	18.20000076	0	0.899999976	0	0	0	0	0	7.599999905	0	0.899999976	7.800000191	0	0	0	0	0	0	0	0	11.80000019	6.199999809	0	0	0	0
55	1.5	0	0.899999976	0	0	0.400000006	0.400000006	0	0	0.600000024	2.200000048	0	0	0	0	0	3.5	0.100000001	12.89999962	0.400000006	0	0.400000006	0.400000006	0	0	0	0	0	0	0	0	0	0	0	0	0.899999976	0	0	3.200000048	1.700000048	0	0	0.5	2.299999952	1.799999952	0.600000024	15.5	0	0	0.5	0	0	0.699999988	0	2.299999952	0	0	0	0	0	1.700000048	0.899999976	0	0	0	0	0	0	2.400000095	0	0	2.799999952	0	0	0	4.800000191	0	0.400000006	0	0.400000006	0	0	0	0.800000012	0.699999988	0	0	0	0
56	0	0	0.5	2.400000095	0	0.300000012	1.100000024	0	0	1.299999952	0	2.799999952	0	0	0	0	4.900000095	0	5.699999809	0	0.100000001	0	1.600000024	0.200000003	0	0	0	0	0	0	1.399999976	0	0	0	6.599999905	1.299999952	0	0	2.299999952	2.299999952	1.399999976	1.799999952	1.100000024	1.100000024	1.5	0	0	0	2.200000048	0.5	0	0	1.200000048	0	3.700000048	1.700000048	0	0	0	0	0	2.799999952	0	4.5	4.900000095	0	0	0	0.600000024	0	0	2.5	2.799999952	3.099999905	0.699999988	1.600000024	1.100000024	0	0	0	0.5	0.5	0	0.100000001	4.199999809	0	0	0	0
57	0	0	0	0	0	2.099999905	1.100000024	0	0	13.10000038	0	0.600000024	0	0	0	0	9.100000381	2.200000048	2.599999905	0	0.800000012	3.799999952	0	0.100000001	1.100000024	0	0	0	0	2.700000048	0	0	0.899999976	0.899999976	0.400000006	0	0	0	1	0.400000006	3.400000095	0.899999976	0.800000012	0.400000006	0	0	0	0	0.400000006	2.200000048	0	0	0.300000012	0	2.299999952	0	0	0	0	0.899999976	0	0	0	1.899999976	1.200000048	0	1.299999952	0.400000006	0.400000006	0	0	0	0	0.400000006	0	0.400000006	3.099999905	0	0.5	0	0.899999976	0	0	0	4.300000191	0	0	0	0
58	9.800000191	0	1.5	1.5	0	5.800000191	1.5	0	0	18.20000076	0	0	0	0	0	0	1.899999976	0	0	0	1.5	0	0	0	0	0	1.600000024	0.300000012	0	0	0	0	0	6.800000191	0.5	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.099999905	0	0	17.89999962	0	0	0	0	0	0	0	0	0	0	1.700000048	1.700000048	0	0	0	0	0	0	0	0	0.600000024	0	0	0	0
59	0	0	0.800000012	0	0	1.600000024	0	0.800000012	0	22.29999924	0	0	0	0	0	0	0	0	0.800000012	0	1.299999952	13.60000038	0	0	0	0	0.800000012	0.800000012	0	0	0	0	0	0.899999976	3.299999952	0	0	0	3.5	1.700000048	0	0	0.899999976	0.800000012	0	0	0	0	0	0	0	0	6.800000191	0	8.100000381	0	0	0	0.800000012	0	0	0	0	4.5	1.5	0	0	0	1.700000048	0	0	0	0	3.299999952	0.800000012	1.600000024	0.800000012	0	0	0	0.800000012	1.600000024	0	2.5	8.899999619	0	0	0.800000012	0
60	0.800000012	0	0	0	0	0.5	0.300000012	0	0.800000012	1.100000024	0	0.899999976	0.300000012	0	0	0	0.800000012	0	0.699999988	0	0.400000006	0	0	0.400000006	0	0	0	0	0	0.699999988	0.300000012	0	5.599999905	0	4.099999905	1.399999976	0	1.399999976	1.5	8.300000191	9.199999809	0.5	4.699999809	0.300000012	0	2.900000095	0.300000012	0	0	2.299999952	0	0	0	0	2.299999952	0	0	0	4.099999905	6.199999809	0	0	0	0.400000006	6.5	0	0.300000012	0.899999976	0	1.200000048	1.100000024	3.299999952	0	0.400000006	0	0.100000001	5.5	0	0	0	0	0	0	0.400000006	9.699999809	0	0	1.399999976	0
61	14.69999981	0	0	0.699999988	0	0.400000006	1.799999952	0.699999988	0.699999988	1.899999976	0	0.400000006	0.699999988	0	0	0	6.5	1.799999952	0.699999988	0.300000012	1.399999976	0	0.699999988	0	0	0	0	0	0	0.699999988	0	0	0	0	6.800000191	0	0	0	6.699999809	8.699999809	3.900000095	5.900000095	0	0.699999988	0	1.299999952	0	0	0.699999988	0	0	0	3.200000048	0	2.599999905	0	0	0	0	0	0	5.800000191	0	1.399999976	0	0	0	0	0.699999988	0	0	0	0	0.699999988	0	0	0.699999988	0	0.699999988	0	0	0	0	0	3.5	0	0	0	0
62	0	0	0	0	0	0.800000012	6.400000095	0	0	27.20000076	0	1.399999976	0.899999976	0	0	0	0.800000012	0	6.5	0	0	0	2.099999905	0	0	0	0	0	0	1.100000024	0	0	0	0	12.10000038	0	0	0	4.900000095	4.199999809	0	6.699999809	0	2.700000048	0	0	0.699999988	0	0	0	0	0	0.699999988	0	0.699999988	0	0	0	0	0.699999988	0	1.899999976	0	1.700000048	1.100000024	3.5	0.699999988	0	0	0	0	0	0	0.699999988	0	0	1.399999976	0	0	0	0.699999988	0	0.699999988	0	0.699999988	0	0	0	0
63	0.5	0	0.5	0.5	0	0	0.5	0	0.5	5.300000191	0	0	7.5	0	0	0	0	7.199999809	0	0	3.900000095	3.299999952	0	1.299999952	0	0	0	0	0	1.100000024	0.5	0	0.5	0	6.599999905	0.600000024	0	0	5.5	12.30000019	0	1.299999952	1.899999976	0.699999988	0	2.599999905	0	0	0	0	0	0	0.800000012	0	3.5	0	0	0	0	0.200000003	0	0	0.5	3.799999952	0	0	0	0.5	0.5	0	0	0	0	0.200000003	0.600000024	4.300000191	2.599999905	0	0	0	0	0	0	0.5	8.300000191	0	0	0	0
64	5.599999905	0	0	0	0	0	0	0	2.200000048	2.700000048	0	0	0.400000006	0	0	0	0.600000024	0	0	0.5	0.899999976	0	0	1.5	0	0	0	0	0	1.600000024	0	0	0.400000006	0	3.900000095	1.299999952	0	7.699999809	1.399999976	9.800000191	0.600000024	0	1.700000048	0.100000001	0	1.899999976	0	0	0.5	3.400000095	0.5	0.400000006	0	0	8.199999809	0	19.5	0	0	0.699999988	0	0	0	0	0	0	0.400000006	2.400000095	0	3.400000095	0	0	0	1.5	0	2.200000048	2.700000048	0	0	0	0.100000001	0	0	0.400000006	0.400000006	0	0	0	0
65	0	0	0	0	0	0	0.200000003	0	1.5	3.599999905	0	0.300000012	0	4.800000191	0	1.600000024	0	0.899999976	0.899999976	0.699999988	0	0.400000006	0	7.599999905	0	0	0	0	0	1.5	0	0	4.699999809	0	1.600000024	5.300000191	0	8.5	0.899999976	8.699999809	0.600000024	0	0.800000012	0	0	0.200000003	0	0.200000003	0	3.299999952	0.899999976	2.799999952	0	0	8.399999619	0	0	0	0	2.799999952	0	0	0	0	0.200000003	0	1.200000048	0.300000012	0.300000012	13.30000019	0	0	0.300000012	0.600000024	0	0.800000012	1.200000048	0	0	0	0.400000006	0	0	0	0.600000024	3.200000048	0.400000006	0.200000003	0.300000012
66	0	0	0	0	0	0	0	0	0.5	3.799999952	0	0	0	2.099999905	0	8.5	0	0	2.900000095	0	0	0.100000001	0	8.899999619	0.699999988	0	0	0	0	1.200000048	0.400000006	0	4.800000191	0	0.200000003	5.300000191	0	7.599999905	0.100000001	4.300000191	0	0	0	0	0	0	0	0.100000001	0	1.899999976	0.300000012	2.5	0	0	6.199999809	0	0	0	0	1.200000048	0	0	0	0	0.400000006	0	0.600000024	0.200000003	0.300000012	14.30000019	0	0	0.699999988	0	0	0.699999988	0	0	0	0	0.100000001	0	0	0.699999988	0	16.70000076	0.600000024	0.100000001	0.100000001
67	0.400000006	0	0	0	0	0	0	0	0	29.29999924	0	0	0	0.300000012	0	1.200000048	0	0	6.599999905	0	0	0	0	10.5	0	0	0	0	0	0.5	0.200000003	0	2.400000095	0	0.800000012	6.199999809	0	3.599999905	0.200000003	1.899999976	1.700000048	0	0	0	0	0	0	0	0	0.5	0.200000003	0	0	0	1.100000024	0	0	0	0	0.200000003	0	0	0	0	2.200000048	0	0.300000012	0	0.300000012	7.400000095	0	0	1.899999976	0	0	0	0.200000003	0	0	0	0	0	0	0	0	8.399999619	0.300000012	0	0.200000003
68	0.300000012	0	0	0	0.300000012	0	0	0	0.699999988	0.400000006	0	0	0	0	0	2.099999905	1.100000024	0	3.900000095	0	0	5.599999905	0	14.39999962	0	0	0	0	0	1.100000024	0.5	0	0.200000003	0	0.5	6.199999809	0	1.200000048	0.699999988	0.600000024	2.799999952	0	0	0	0	0	0	0	0	3.599999905	3.400000095	0.600000024	0	0	0.100000001	0	1.5	0	0	3.200000048	0	0	0	0	2.200000048	0	0.899999976	0.200000003	0.100000001	1.100000024	0.200000003	0	0.600000024	0	0	0	0	0	0	0	0	0	0	0	0	19.60000038	0.200000003	0	0.5
69	0.899999976	0	0	0	0.300000012	0	0	0	0	17.89999962	0	0	0	0	0	5.400000095	0	0	2.900000095	0	0	0	0	21.60000038	0	0	0	0	0	0.5	0.5	0	0	0	0.200000003	6.099999905	0	1.100000024	0.800000012	12.10000038	2.299999952	0	0	0	0	0	0	0	0	2.400000095	0.699999988	0.5	0	0	2.599999905	0	0	0	0	1.200000048	0	0	0	0	2.200000048	0	1.100000024	1.299999952	0	4.300000191	0.100000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0.300000012
70	1.700000048	0	0	0.600000024	8.899999619	0.5	0	0	0	11.69999981	0	0.699999988	3.5	0	0	0	0.300000012	0	8.300000191	0	0	6.199999809	0	1.399999976	0	0	0	0	0	2.099999905	0.800000012	0	0.600000024	1.600000024	0.600000024	0	0	0	2.900000095	10.60000038	2.299999952	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.600000024	0	0	0	0	0.600000024	0	2.599999905	0	1.299999952	3.400000095	0	0	0.699999988	0.100000001	3.200000048	3.799999952	0	0	0	0	0.5	0.600000024	0	0	0	0	0	0	0	0.600000024	0	0	0	0
71	3.099999905	13.19999981	0.800000012	0.800000012	13.30000019	0.899999976	2.299999952	0	0	3.200000048	0	12.5	0	0	0	0	0.100000001	0	2.599999905	1.100000024	0.800000012	0	1.899999976	2.900000095	0.899999976	0	0	0	0	2.099999905	0	0	0	3.799999952	0	0	0.899999976	0	0.899999976	0	0	0	0	0.899999976	1.700000048	1.399999976	0	0	0	0	0	0	3.099999905	0	1.700000048	0	0	0	0	0	0	0	0.800000012	5.699999809	0	0	0	0	4.099999905	0	3.700000048	0	0	0	4.400000095	0	0	0	0	0	1.799999952	0	0	0.800000012	0.899999976	0	0	0	0
72	0	18.89999962	0	2.299999952	13.60000038	0	0	0	0	0	0	2.700000048	0	0	0	0	0	0	3.900000095	0	0	0	0	0	0.200000003	0	5.199999809	5.800000191	0	0	0	2.099999905	0	0	0	0	0	0	0	0	0	0	0	0	0	3.599999905	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0.200000003	21.79999924	0	0	0	0	0	0	2.200000048	0	0	0	11.19999981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	0	0	0.899999976	0.100000001	0	3.400000095	0	0	0	0	0	0	0	0	0	0	0	0	1.600000024	0	0	0.100000001	0	0	0.899999976	0	0	4.5	0	0	0	0.899999976	0	9.5	6.400000095	0	0	0	1.899999976	1.100000024	0	3.799999952	0	2.200000048	0.899999976	0	0	0	3.900000095	2.799999952	0	0	0.899999976	0	0	28.29999924	0	1.799999952	0	0	5.199999809	0	0	3.900000095	0	0.100000001	0	0	0	0	2.799999952	0	0	0	0.899999976	0.899999976	0	1.899999976	0	0	0	0	0.899999976	0	0.5	0	0	0	0
74	1.200000048	0	0.699999988	0	1.299999952	0	0	0	0	14.39999962	0	0	5.5	0	0.699999988	0	0	0	3.200000048	0.800000012	0	0.800000012	0	0	0.699999988	0	0	0	0	0.699999988	1.399999976	0.800000012	0	2.299999952	5.599999905	0.699999988	0.699999988	0	7.400000095	4.099999905	0.800000012	3.599999905	0	1.899999976	0.800000012	0	0	0	0	0	0	0	4.300000191	0	0.699999988	1.5	0	1.399999976	0	0	0.699999988	3.799999952	0	2.700000048	0	3.099999905	0	0	0.699999988	0	0	0	0	2.599999905	0.899999976	0	0	0	0	0	0	0	0	0	6.699999809	0	0	0	0
75	0	0	0	1.899999976	0	0	0.5	0	0	1.100000024	0	4.5	1.5	0	0	0	3.599999905	0.800000012	4.300000191	0	0	0	0	0	0	0	0	0	0	0	0	1.100000024	0	0	10.39999962	0	0	0	0.600000024	2.599999905	0	5.400000095	0	5.900000095	0	1.200000048	0	0	0	0	0	0	1.100000024	0	0	0	0	7.599999905	0	0	2.700000048	3.799999952	0	1.899999976	0	0	0	0	0	0	0.899999976	0	0	0	0.5	3.599999905	0.5	0.5	0	0.5	0	0.5	0	0	7.5	0	0	0	0
