"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"
"125"	0	21	13	39	9	0	0	0	0	0	15	11	15	16	7	10	0	0	0	0	16	13	35	23	4	3	2	1	0	0	2	24	10	27	3	4	0	1	0	0	2	17	12	44	21	5	0	0	0	0
"126"	13	3	16	12	16	3	5	2	0	2	13	6	10	55	1	5	14	5	0	0	0	2	13	25	15	25	1	1	6	0	1	5	21	51	5	11	0	3	0	1	8	0	35	36	12	12	16	1	2	0
"127"	0	0	0	2	20	1	18	28	10	4	0	0	0	1	10	23	27	12	5	5	0	0	2	7	14	10	14	12	4	14	0	0	0	6	9	20	7	48	17	19	0	0	1	6	22	37	20	1	20	1
"128"	0	0	2	4	0	5	8	19	12	14	0	0	0	0	1	13	22	17	24	26	0	0	0	0	10	5	41	25	32	3	0	0	0	0	0	4	6	17	22	25	0	0	0	0	10	0	10	25	66	15
"129"	0	0	4	0	1	2	3	13	30	14	0	0	0	0	0	1	12	12	9	14	0	0	0	0	7	4	8	30	48	7	0	0	0	0	0	0	13	44	17	10	0	0	0	0	1	3	16	26	66	10
"130"	0	0	0	1	1	8	17	27	17	0	0	0	1	0	2	4	18	30	15	11	0	0	1	2	1	25	21	60	24	2	0	0	0	0	18	0	16	16	34	14	0	0	0	0	4	3	27	32	31	3
"131"	0	0	5	9	3	8	14	6	9	0	0	0	0	0	9	3	38	19	7	1	0	0	0	0	2	43	33	30	1	2	0	4	1	0	25	13	41	36	8	2	0	0	0	1	12	13	23	36	14	3
"132"	6	0	15	5	5	20	27	11	2	16	0	15	5	17	5	19	18	20	2	5	3	1	0	29	2	46	10	13	5	3	0	0	0	0	13	6	23	16	10	0	3	0	4	0	25	6	42	25	0	2
"133"	0	0	0	0	15	34	20	5	0	0	0	7	0	10	20	46	15	1	5	0	0	0	1	13	15	28	40	9	2	0	0	0	2	5	20	23	37	5	0	2	0	0	0	1	16	74	4	0	0	0
"134"	0	0	1	0	13	30	20	7	0	0	0	1	0	7	8	42	32	4	4	0	5	0	1	12	26	21	29	10	2	0	0	4	0	3	41	44	20	8	3	0	0	2	0	7	14	61	4	11	3	0
"135"	1	23	5	4	3	10	6	2	1	0	6	8	24	1	12	34	4	0	0	0	0	14	12	43	12	23	7	5	0	0	1	11	7	25	47	26	2	4	0	0	10	32	13	8	15	20	3	0	0	0
"136"	13	37	16	20	13	3	0	0	0	0	7	13	25	14	3	3	3	0	0	0	9	23	27	13	8	4	8	0	0	0	0	38	14	17	13	0	0	0	0	0	1	39	41	9	15	0	0	2	0	0
"137"	7	15	12	35	15	7	0	0	0	0	4	8	24	20	7	3	14	5	2	0	2	9	11	16	18	20	5	0	0	0	3	10	4	37	6	6	3	3	0	0	2	21	12	20	11	11	12	7	1	0
"138"	0	3	2	3	12	8	14	11	4	1	1	5	11	15	6	18	11	2	5	0	4	10	1	13	39	18	3	7	0	5	0	0	7	13	29	40	5	5	5	8	4	3	28	19	33	40	5	9	11	4
"139"	0	0	9	5	6	18	21	5	16	5	0	1	0	9	0	25	15	17	1	7	0	3	6	10	14	15	13	7	10	3	0	0	0	13	5	26	26	46	8	14	0	2	2	5	27	44	11	11	11	2
"140"	0	0	1	0	8	6	17	32	11	29	0	0	0	0	0	7	7	25	19	14	0	0	4	0	3	8	9	22	43	3	0	0	0	3	0	0	8	44	55	25	0	0	0	0	1	4	22	7	40	11
"141"	0	0	0	0	6	13	13	26	15	5	0	0	0	0	0	0	10	45	11	8	0	0	0	0	2	1	12	49	36	6	0	0	0	1	0	0	29	34	29	31	0	0	0	0	0	3	4	47	36	9
"142"	0	0	0	0	2	13	3	22	16	6	0	3	0	0	0	17	30	24	6	5	0	0	0	1	0	9	25	42	57	1	0	0	0	0	0	12	6	18	28	11	0	0	0	0	2	4	15	37	13	4
"143"	0	0	3	1	21	25	24	6	19	0	0	3	28	4	0	10	22	14	4	6	0	0	0	3	28	39	40	11	7	0	0	1	5	0	3	3	57	16	4	11	0	0	1	0	2	9	8	31	10	4
"144"	3	0	3	11	15	14	4	1	0	0	0	14	5	31	3	12	19	2	8	0	10	0	12	23	30	32	12	2	1	0	2	0	7	0	9	6	32	0	0	0	8	0	9	1	22	7	3	22	8	0
